# Electron - Solar wind	 34439-2-2	Proton - Solar wind	 28332-2-2
# position	velocity	position	velocity
+4.444154e+00	-1.417663e+00	-3.827546e+04	-3.003400e+05	+3.781112e+00	-1.920015e+00	+2.780901e+05	+4.428616e+04
+4.838299e+00	-1.768683e+00	+3.711148e+05	-1.416459e+05	+2.368869e+00	-2.147176e+00	+1.808574e+05	+2.553767e+04
+4.641656e+00	-1.237603e+00	+2.039456e+05	-2.867277e+05	+3.664543e+00	-5.609628e-01	+2.804332e+05	+1.485260e+05
+3.912135e+00	-6.837712e-02	+3.004143e+05	-1.213197e+02	+4.716644e+00	-6.851031e-01	+3.604478e+05	+1.303603e+05
+1.942507e+00	+4.604354e-01	+1.491697e+05	+4.434442e+04	+4.137570e+00	-2.165044e+00	+3.162780e+05	+1.305886e+04
+3.552258e+00	+3.946281e-02	+2.727596e+05	-1.097083e+05	+4.992689e+00	-2.260708e+00	+3.814145e+05	+1.993246e+03
+2.471246e+00	+1.005706e+00	+1.898582e+05	+1.912437e+05	+3.076830e+00	-2.277977e+00	+2.349768e+05	+8.927693e+03
+4.800668e+00	-2.494216e+00	+3.687561e+05	-7.731182e+04	+3.112514e+00	-1.478350e+00	+2.376346e+05	+4.058140e+04
+2.561654e+00	-1.782729e+00	-1.873696e+05	-1.771364e+04	+3.390788e+00	-9.626505e-01	+2.597726e+05	+7.384760e+04
+3.740357e+00	+9.652800e-01	+2.875905e+05	-6.386388e+03	+3.953412e+00	-1.856472e+00	+3.020311e+05	+1.074024e+04
+2.776271e+00	+1.889256e+00	+2.135483e+05	+1.794211e+05	+3.843894e+00	-1.968638e+00	+2.942031e+05	+4.946095e+03
+4.295927e+00	+1.290699e+00	+3.304789e+05	+1.696968e+04	+3.838990e+00	-1.991392e+00	+2.934193e+05	-9.970140e+03
+4.102342e+00	-5.895976e-01	+3.156941e+05	+5.565517e+04	+3.387005e+00	-1.113001e+00	+2.593613e+05	+5.838832e+04
+3.974863e+00	-1.044270e+00	+3.060602e+05	-7.063267e+03	+4.818232e+00	-1.283655e+00	+3.690744e+05	+3.125943e+04
+1.298904e+00	-1.271254e+00	+1.000972e+05	-1.792500e+05	+2.738208e+00	-2.000533e+00	+2.092342e+05	-5.787176e+04
+4.354254e+00	+6.852366e-01	+3.356298e+05	-1.052534e+04	+2.768243e+00	-1.617408e+00	+2.120556e+05	+1.842946e+03
+3.737441e+00	-3.938959e-01	+1.858210e+05	+1.626545e+05	+3.890058e+00	-1.456889e+00	+2.975546e+05	-1.487668e+03
+3.920757e+00	-8.882846e-01	+3.030633e+05	-6.793096e+04	+3.982937e+00	-1.617270e+00	+3.042776e+05	-3.766263e+04
+2.734201e+00	+1.420192e+00	-5.996984e+04	+3.031326e+05	+3.494144e+00	-1.502074e+00	+2.675790e+05	-1.718900e+04
+3.949239e+00	-3.932375e-01	+3.057356e+05	+4.584651e+03	+3.943524e+00	-1.592901e+00	+3.010341e+05	+1.381776e+03
+2.268136e+00	+1.613961e+00	+1.756641e+05	+2.618919e+04	+4.177923e+00	-6.157393e-02	+3.192107e+05	+8.415160e+04
+2.848527e+00	+2.340944e+00	+2.206829e+05	+1.839392e+05	+4.677149e+00	-2.013218e+00	+3.581966e+05	-5.080298e+04
+2.424107e+00	-1.476301e+00	+1.654076e+05	+7.932592e+04	+4.111672e+00	-1.617615e+00	+3.144073e+05	+1.702707e+03
+3.206665e+00	-2.824473e-01	+2.485067e+05	+4.476032e+04	+3.596512e+00	-2.057925e+00	+2.746086e+05	-5.075280e+04
+4.065639e+00	+1.173281e+00	+3.151527e+05	-1.127891e+04	+4.131830e+00	-1.789062e+00	+3.158973e+05	-3.332962e+04
+4.947542e+00	-1.795325e+00	+3.835885e+05	-7.274101e+03	+3.919538e+00	-1.037859e+00	+2.992864e+05	+2.452831e+03
+3.572380e+00	-2.567331e-01	+2.770758e+05	+5.806748e+04	+4.801447e+00	+1.141231e+00	+3.679157e+05	+1.385932e+05
+2.044603e+00	+4.626446e-01	-8.853372e+04	-1.580553e+05	+4.534227e+00	-9.176793e-01	+3.470265e+05	-2.557561e+03
+4.671060e+00	+1.334717e+00	+3.628948e+05	+1.215325e+05	+3.798133e+00	-6.516263e-01	+2.901340e+05	+2.347177e+04
+2.302534e+00	-1.200384e+00	+1.788567e+05	-1.474575e+05	+3.713342e+00	-8.124680e-01	+2.842610e+05	+1.304752e+04
+2.031415e+00	-2.035315e+00	-2.310481e+05	-9.897232e+04	+4.885743e+00	+5.792278e-01	+3.732140e+05	+1.204639e+05
+3.159060e+00	-1.679945e+00	+2.460826e+05	-1.415018e+05	+4.669853e+00	+6.946378e-01	+3.574888e+05	+9.671610e+04
+2.173487e+00	-1.729603e+00	-2.203034e+05	-1.102754e+05	+3.574571e+00	+2.684790e-01	+2.737473e+05	+9.273286e+04
+1.987457e+00	+8.574003e-01	-2.349028e+05	+1.828920e+05	+2.089089e+00	-5.869870e-01	+1.597627e+05	+3.445645e+04
+1.592668e+00	-3.227529e-01	-2.657285e+05	-4.304732e+04	+3.950850e+00	-9.143412e-01	+3.027223e+05	-2.398312e+02
+4.085930e+00	-1.505486e+00	+3.190694e+05	-1.573595e+04	+3.876998e+00	-4.218984e-01	+2.970562e+05	+1.602841e+04
+4.994004e+00	+2.357022e+00	+3.899026e+05	+2.353843e+05	+3.130935e+00	+9.188512e-01	+2.396288e+05	+1.370717e+05
+3.935540e+00	+1.365724e+00	+3.072591e+05	-6.846873e+04	+4.571146e+00	-5.355702e-01	+3.489754e+05	+4.351095e+03
+3.959478e+00	+6.666678e-01	+3.096864e+05	+2.965105e+04	+4.270720e+00	-1.397436e+00	+3.268632e+05	-1.053925e+05
+4.673290e+00	-1.895980e+00	+3.661039e+05	-1.762443e+05	+3.922518e+00	-4.414203e-01	+2.999966e+05	-3.140395e+00
+4.389186e+00	+4.611056e-01	+3.442791e+05	+6.621938e+04	+3.964924e+00	-6.363393e-02	+3.028760e+05	+1.608500e+04
+3.920210e+00	-1.118088e+00	+3.076273e+05	+1.742189e+04	+3.458746e+00	-2.070330e-01	+2.646868e+05	-1.016805e+04
+3.616157e+00	-1.323409e+00	+2.262069e+05	-3.000723e+05	+4.233356e+00	+6.513692e-01	+3.240296e+05	+7.153170e+04
+3.173261e+00	+1.902716e+00	-1.256204e+05	-4.688204e+04	+4.041482e+00	+1.095494e+00	+3.085718e+05	+1.106439e+05
+4.789906e+00	+2.088460e+00	+2.717556e+05	-3.231693e+04	+4.297053e+00	-3.141766e-01	+3.286296e+05	-3.205608e+04
+2.392575e+00	+1.274687e+00	+1.694294e+04	+2.967375e+05	+4.170501e+00	-5.842286e-02	+3.192698e+05	-1.972945e+04
+1.815792e+00	+1.941594e+00	-9.134421e+04	+3.492368e+05	+3.727541e+00	+5.392918e-01	+2.854078e+05	+2.731046e+04
+8.034369e-01	+1.492205e-01	-6.439297e+04	-1.849118e+05	+4.401791e+00	-5.046560e-01	+3.371848e+05	-4.819923e+04
+3.864849e+00	+6.937869e-01	+6.468001e+04	-1.422240e+05	+2.234886e+00	-1.067867e+00	+1.710816e+05	-1.025800e+05
+3.391425e+00	-1.192809e+00	+1.901140e+05	-2.909437e+05	+4.048298e+00	-9.757278e-02	+3.094399e+05	-2.044820e+04
+1.066049e+00	-2.329400e+00	-1.151064e+05	-3.809379e+05	+4.938454e+00	-1.015895e-01	+3.779353e+05	-7.963393e+03
+3.534848e+00	-1.074444e+00	+1.757366e+05	+1.125270e+05	+3.773365e+00	+7.066635e-01	+2.884314e+05	+3.149879e+04
+4.589441e+00	+2.298989e+00	+3.624601e+05	+1.977278e+05	+3.595914e+00	+2.466000e-01	+2.748620e+05	-7.839051e+03
+3.925201e+00	+4.531084e-01	+3.102718e+05	+1.678379e+05	+2.370716e+00	+9.264115e-01	+1.812249e+05	+5.880644e+04
+1.607460e+00	+2.028151e-01	+1.270653e+05	-1.111540e+05	+3.840323e+00	+3.835955e-01	+2.938805e+05	+2.778071e+03
+4.274916e+00	+2.628259e-01	+3.381687e+05	-3.886652e+04	+3.916233e+00	+1.582509e-01	+2.992995e+05	-5.552209e+03
+1.018853e+00	-1.735127e+00	+8.061434e+04	+4.679610e+04	+4.041065e+00	+9.345294e-01	+3.095000e+05	+8.353290e+02
+4.432365e+00	+1.503461e+00	+3.508228e+05	-6.888016e+04	+4.093167e+00	+1.270548e+00	+3.131886e+05	+1.626453e+04
+3.575646e+00	+7.143331e-01	+2.832451e+05	+2.070171e+05	+4.882245e+00	+8.993752e-01	+3.733156e+05	+7.998320e+02
+4.073038e+00	-1.552729e+00	+3.228007e+05	+4.490827e+04	+3.176277e+00	+2.102269e+00	+2.424864e+05	+1.092691e+05
+2.518195e+00	-1.833677e+00	+1.301165e+05	-3.441934e+05	+3.856140e+00	+5.550815e-01	+2.954604e+05	-6.856917e+03
+3.349816e+00	+2.304118e+00	+2.661715e+05	+4.575861e+04	+4.265504e+00	+1.133635e+00	+3.263886e+05	+4.777493e+03
+4.114415e+00	+1.038243e+00	+1.472366e+05	+2.812516e+05	+3.284170e+00	+1.663510e+00	+2.510288e+05	+7.709002e+04
+3.478378e+00	+6.069374e-01	+2.768023e+05	+2.001236e+05	+3.589762e+00	+1.002300e+00	+2.740319e+05	+1.684015e+04
+4.981141e+00	-1.502111e+00	+1.598673e+05	+7.947048e+04	+3.340971e+00	+5.044271e-02	+2.550571e+05	-5.042977e+04
+3.041884e+00	-1.459498e+00	+2.423018e+05	-1.377870e+05	+3.775333e+00	-4.950198e-02	+2.891659e+05	-6.232078e+04
+3.423703e+00	+2.133167e+00	+2.728717e+05	+1.123914e+04	+3.035873e+00	-5.971143e-02	+2.319305e+05	-7.356026e+04
+4.666058e+00	-2.453792e+00	+3.167368e+05	-3.949658e+05	+4.160485e+00	+2.090300e+00	+3.185830e+05	+9.403116e+04
+3.994738e+00	-9.561036e-01	+3.186727e+05	+6.660670e+04	+4.070677e+00	+9.713179e-01	+3.115190e+05	-1.685471e+04
+4.683097e+00	+1.534432e+00	+3.737284e+05	+1.904458e+05	+3.780759e+00	+1.888519e+00	+2.893680e+05	+3.603044e+04
+2.029930e+00	+1.373286e+00	-2.369917e+05	-7.215485e+04	+2.852300e+00	+1.793671e+00	+2.182568e+05	+2.603325e+04
+4.887244e+00	+5.771412e-02	+2.936381e+05	+2.041467e+05	+4.409422e+00	+1.694776e+00	+3.372499e+05	+9.738133e+03
+1.482012e+00	-1.745289e-01	+1.183582e+05	-1.743387e+05	+3.643796e+00	+7.421025e-01	+2.791414e+05	-6.683026e+04
+2.163422e+00	+1.076672e+00	-2.267055e+05	+2.047637e+05	+2.799783e+00	-9.226356e-02	+2.138073e+05	-1.057228e+05
+4.692351e+00	+1.987002e+00	+3.749514e+05	+1.008379e+05	+4.424892e+00	+1.464940e+00	+3.379390e+05	+2.686929e+03
+3.769703e+00	+1.179423e+00	+3.015172e+05	+5.317222e+03	+4.589964e+00	-8.225657e-01	+3.515584e+05	-1.880736e+05
