# No. of particles = 100 
# Proton - Solar wind	Electron - Solar wind	
3.46851e+00	-1.98815e+00	1.07909e+00	-1.58507e+00
4.56253e-01	-2.34854e+00	3.56817e+00	-1.40722e+00
3.87021e+00	-2.11975e+00	3.77040e-01	-2.11444e+00
2.72569e+00	-2.46083e+00	4.97002e+00	9.40457e-01
2.65882e+00	-2.19770e+00	5.33683e-02	-2.42865e+00
3.21365e+00	-1.49471e+00	5.02077e-01	-2.25003e+00
3.56398e-01	-2.27984e+00	4.08779e+00	1.95767e+00
3.82184e+00	3.26476e-01	5.76369e-02	-2.24077e+00
2.17745e+00	-2.37211e+00	1.11051e-01	-1.74696e+00
3.48690e+00	-1.74459e+00	4.44084e+00	-1.86522e+00
3.60764e+00	-2.43811e+00	3.71463e+00	2.30987e-01
3.04129e+00	-2.22853e+00	4.68858e-01	-2.41669e+00
4.46949e+00	3.94817e-01	8.48925e-01	-1.19776e-01
4.13870e+00	1.03553e+00	3.15346e+00	-1.66809e+00
3.50735e+00	-2.46142e+00	1.58769e-02	-2.25589e+00
3.07914e+00	-1.19516e+00	4.96988e+00	-1.35697e+00
3.11026e+00	-1.59616e+00	2.56665e+00	-2.26987e+00
3.02963e+00	-1.29707e+00	4.21910e+00	-1.92439e-01
1.56423e+00	-1.91278e+00	2.76913e+00	-1.13739e+00
1.80437e+00	-1.87656e+00	4.71995e+00	-1.87583e+00
2.85337e+00	-2.34078e+00	3.24542e-01	1.32683e-01
1.68082e+00	-2.19561e+00	2.31642e+00	4.81363e-01
1.00051e-01	-2.41132e+00	1.40456e-02	-1.03737e+00
1.18146e+00	-2.39833e+00	3.80562e+00	2.39584e+00
4.07961e+00	-1.83592e+00	1.93990e+00	-1.63684e+00
2.20465e-01	-2.15977e+00	1.61486e-01	-2.49296e+00
2.95733e+00	-7.72232e-01	8.25605e-01	-9.80463e-01
3.52299e+00	-1.59889e+00	3.76656e+00	4.84863e-01
1.70204e+00	-2.40686e+00	2.89053e+00	-1.01740e+00
4.64494e+00	7.47469e-01	1.33348e+00	-2.02221e+00
4.27640e-01	-2.10300e+00	1.57440e+00	-2.22302e+00
2.43935e+00	-1.93382e+00	1.53567e+00	1.00216e-01
3.26797e+00	-1.62001e+00	3.86145e+00	1.26555e+00
7.14110e-01	-2.28146e+00	2.81632e+00	-1.22054e+00
4.44964e+00	-2.43986e+00	3.76143e+00	-9.74572e-01
4.52532e+00	-8.05551e-01	3.58332e+00	2.17503e+00
5.43736e-01	-3.80093e-01	4.72888e+00	-2.27669e+00
8.40593e-01	-2.40663e+00	1.19430e+00	1.25841e+00
3.61030e+00	-2.41635e+00	2.31231e+00	-8.45653e-01
1.47825e-02	-2.49443e+00	6.27472e-01	-1.81923e+00
7.53858e-01	-2.43782e+00	2.14578e+00	2.25607e+00
2.47971e+00	-2.46251e+00	2.86781e+00	1.81058e-01
1.23183e+00	-2.41138e+00	2.49080e-01	-1.44839e+00
3.18159e+00	-5.44110e-01	2.78396e+00	-5.79908e-01
1.00219e-02	-5.46686e-01	1.64395e+00	-1.47578e+00
2.41076e+00	-1.63676e+00	2.12475e+00	-4.21660e-01
2.88973e-01	-2.33038e+00	6.09715e-01	-1.83432e+00
3.04075e+00	-2.29155e+00	1.87613e+00	4.19230e-02
2.31895e+00	-2.24418e+00	1.77685e+00	-1.06136e+00
5.86304e-02	-2.41188e+00	3.22063e-01	3.68876e-01
8.34677e-01	-2.27579e+00	2.65728e-01	-1.61858e+00
1.93137e+00	-1.45662e+00	2.07276e+00	2.98643e-02
1.59747e+00	-2.47314e+00	5.07212e-01	-1.72082e+00
8.61472e-01	-2.44544e+00	2.17879e+00	-7.64748e-01
3.21286e+00	-9.82608e-01	2.77797e+00	-4.43042e-02
3.90586e+00	-9.42090e-01	4.26963e-01	-2.24203e+00
1.75505e+00	-1.48019e+00	4.50725e+00	-2.85253e-01
2.19594e+00	-2.10232e+00	4.40282e+00	1.63579e+00
3.75795e+00	-2.95181e-01	3.69574e+00	1.43949e+00
3.08606e+00	8.21951e-01	2.35044e+00	-4.26518e-01
3.76088e+00	-1.03650e-01	3.89492e+00	-1.08194e+00
4.05246e+00	1.56914e-01	1.17024e+00	-3.76472e-01
4.62497e+00	-1.89126e+00	2.87689e+00	-1.87246e+00
3.53872e+00	-2.41976e+00	4.68515e+00	-2.20494e+00
4.18355e+00	-1.69756e+00	1.36202e+00	4.88343e-02
4.80633e+00	-2.20260e+00	3.44571e-02	8.05844e-01
2.52405e+00	-1.61230e+00	2.88369e+00	-1.17459e+00
2.03008e+00	-2.26136e+00	2.20583e-01	-2.37380e+00
2.90344e+00	-2.26663e+00	7.76942e-01	-2.04930e+00
7.40541e-02	-3.58601e-01	4.01507e+00	3.29580e-01
6.90368e-01	-2.17447e+00	2.21367e+00	-1.20008e+00
