# No. of particles = 100 
# Proton - Solar wind	Electron - Solar wind	
2.83269e-02	-7.92905e-01	1.27956e+00	-8.98617e-01
9.03057e-01	5.76559e-02	1.95091e+00	5.34673e-01
6.67830e-01	-3.76733e-01	4.21886e-01	-5.71603e-01
1.85775e+00	5.26855e-02	2.45031e-01	-4.51740e-01
1.12467e+00	-3.93928e-01	2.38958e-01	-6.89787e-01
2.15169e-01	-9.71480e-01	2.67380e-01	2.28309e-02
6.96193e-01	-8.90893e-01	1.93158e+00	2.29020e-02
4.19651e-01	-3.40146e-01	1.68207e+00	8.83183e-01
5.63243e-01	-9.70798e-01	6.21183e-01	-9.73466e-01
8.57106e-01	-5.80540e-01	2.45530e-01	-9.62671e-01
1.05055e+00	4.11214e-02	1.39431e+00	-3.05308e-01
2.11213e-01	-9.50353e-01	4.26698e-01	1.01198e-01
4.52705e-01	-7.94000e-01	9.06774e-01	-8.72535e-01
8.60522e-01	2.82525e-01	1.62958e-01	-5.40196e-01
1.82196e+00	-7.97297e-01	1.03533e+00	2.55406e-01
7.51527e-01	-2.35191e-01	5.01543e-01	-8.23422e-02
7.09716e-01	-6.70553e-01	4.52028e-01	-6.08050e-01
1.52343e-01	2.14243e-01	1.07315e+00	9.84987e-02
1.88789e+00	-4.30562e-01	1.68290e+00	6.95031e-01
1.04577e+00	5.16353e-01	2.33895e-01	-3.24409e-01
1.87154e+00	-9.03176e-01	1.76585e+00	8.89498e-04
4.80710e-01	1.76993e-01	9.35252e-01	-2.73391e-01
9.78678e-01	-7.56177e-01	3.64914e-01	4.33131e-01
7.09200e-01	-2.28376e-01	1.06893e+00	-7.64516e-01
8.34559e-01	-9.70204e-01	1.43029e+00	7.70387e-01
1.92723e+00	9.78124e-01	3.42346e-01	4.82043e-02
9.36156e-01	9.14863e-01	8.22009e-02	-8.80612e-01
4.40213e-02	8.15993e-01	3.72773e-01	-5.50080e-01
1.74644e+00	-7.50664e-01	3.73077e-01	-4.18455e-01
8.64500e-01	7.41391e-01	1.23589e+00	-3.58841e-01
5.96099e-01	-1.68836e-01	3.59164e-01	-6.70901e-01
2.53731e-01	-9.97034e-01	1.92419e+00	6.24046e-01
2.24884e-02	-9.99702e-01	3.03134e-01	9.25020e-02
7.26345e-01	1.56530e-01	9.97129e-02	-3.72616e-01
1.69234e-01	-9.14098e-01	9.79767e-01	5.87786e-02
1.10934e+00	-8.56385e-01	1.16071e+00	-7.81986e-03
1.97790e-01	-8.56076e-01	8.56111e-01	5.83523e-01
1.90797e+00	-6.82341e-01	9.21970e-01	-1.86636e-01
7.14837e-02	-8.98950e-01	7.11925e-01	-4.77028e-01
7.78908e-01	7.37924e-01	4.29566e-03	-9.85443e-01
5.45753e-01	-2.23903e-01	1.59506e+00	6.59843e-01
1.52640e-01	-6.17158e-01	5.48631e-01	-9.06567e-01
6.07994e-01	3.42028e-01	1.82185e-01	-5.75899e-01
5.80466e-01	-1.81228e-01	7.31844e-01	3.61122e-01
1.88386e-01	3.55761e-01	1.41762e+00	4.74879e-02
1.28990e-01	-8.75493e-01	8.29626e-01	-4.73842e-01
4.35221e-01	-2.58497e-01	1.94149e+00	-3.27782e-01
2.20312e-01	-8.05477e-01	1.32939e-01	9.89192e-01
3.49775e-01	8.78955e-01	1.60812e+00	3.50966e-01
1.71936e-02	-9.69756e-01	1.53509e+00	7.16275e-01
4.29393e-02	-4.15816e-01	1.28995e+00	2.35573e-01
7.10541e-03	-9.96702e-01	1.37383e+00	-9.54084e-01
2.16047e-01	-3.32654e-01	8.02554e-01	2.69128e-01
4.07000e-01	-3.40408e-01	1.11843e+00	-5.27560e-01
6.84656e-01	5.76993e-01	5.06359e-01	9.94076e-01
4.20179e-01	-3.80836e-01	1.89500e-01	4.81284e-01
6.12249e-01	-4.63378e-01	7.69376e-01	6.26519e-02
1.48567e-01	-7.17134e-01	6.00779e-01	6.97744e-01
1.25769e+00	4.63680e-01	1.99583e+00	-6.80947e-01
6.81683e-01	-9.90799e-03	3.58551e-01	-9.82765e-01
1.06437e+00	-7.40391e-01	1.52268e+00	-8.03125e-01
1.99633e+00	-1.37779e-01	1.08387e+00	4.18727e-01
1.65769e-01	-6.49214e-01	1.00331e-01	-6.03898e-01
9.38520e-02	2.40549e-02	4.74293e-02	-8.92818e-01
1.10443e-01	-1.00812e-01	1.29913e+00	-2.22539e-01
1.14971e+00	-5.63819e-01	5.64982e-02	-6.29741e-01
2.85174e-01	-4.75774e-01	1.54191e+00	8.39298e-02
1.16460e-01	-9.90531e-01	2.12735e-01	-1.62161e-02
3.38851e-02	-8.11768e-01	2.95758e-01	-3.92429e-01
6.53381e-02	-3.79649e-01	3.04188e-01	3.44183e-01
7.99702e-01	-4.41639e-01	6.93116e-01	-1.85553e-01
1.13473e+00	-9.67512e-01	2.66155e-01	7.27196e-01
5.73053e-01	6.00735e-01	1.53916e-01	-9.57369e-02
4.63418e-01	-6.83700e-02	5.44610e-02	-9.84969e-01
6.49295e-01	-4.59582e-01	6.56584e-01	8.06875e-01
1.68857e-01	3.83543e-01	1.34962e+00	4.16553e-01
4.91804e-01	9.32989e-02	7.89951e-01	-6.12658e-01
8.83745e-02	2.21819e-01	1.24880e+00	-9.27160e-01
9.98138e-01	-2.43392e-01	1.83562e+00	4.06592e-02
1.17473e-01	-3.00753e-01	3.67452e-01	-7.75653e-01
2.58046e-01	-5.45749e-01	3.22221e-02	-8.79592e-01
1.36713e+00	-5.14604e-01	6.92786e-01	-1.20789e-01
7.11617e-02	-7.48078e-01	1.33422e+00	-6.19998e-01
7.44109e-01	-8.71103e-01	2.17114e-01	-8.73056e-01
1.26785e-02	-8.38312e-01	6.84138e-01	3.37048e-02
3.60648e-01	6.92920e-01	9.80582e-01	-2.86382e-01
4.23277e-01	-1.90901e-01	9.44922e-02	6.98226e-02
5.79795e-01	-4.43360e-01	5.21778e-02	5.26676e-02
1.48010e-01	-8.72514e-01	1.61270e-01	-8.35254e-01
1.06758e+00	-9.83640e-01	7.06115e-01	-5.30213e-01
1.53446e-01	-4.35302e-01	1.00947e+00	5.87396e-01
1.58195e+00	-2.43566e-01	1.76153e+00	3.99405e-01
8.54061e-01	9.55823e-01	2.69953e-01	-3.81965e-02
5.08582e-01	3.13458e-01	1.26990e+00	-6.35026e-01
5.60311e-01	-5.05377e-01	7.66583e-01	3.98889e-01
7.87980e-01	1.73101e-01	1.11871e+00	7.23060e-01
6.90345e-01	6.94392e-01	1.59651e+00	4.68891e-01
8.68697e-02	3.64005e-01	2.99883e-01	8.93240e-01
1.36548e-01	-1.10936e-01	9.06171e-04	6.11479e-01
1.33639e+00	-8.44535e-01	1.47416e+00	2.42323e-01
